lu1,word_1,senseDescription_1,relation,lu2,word_2,senseDescription_2
22373,bleat,"a weak, wavering cry made by, or similar to that made by a sheep or goat",hypernym,24582,cry,a distinctive call of a bird or other animal.  
22375,bray,"the loud, harsh cry of a donkey.",hypernym,24582,cry,a distinctive call of a bird or other animal.  
22377,buzz,"a low, continuous humming or murmuring sound, made by or similar to that made by an insect",hypernym,17687,activity,an action taken in pursuit of an objective
22379,caw,"the harsh cry of a rook, crow, or similar bird.",hypernym,24582,cry,a distinctive call of a bird or other animal.  
22380,chatter,a series of short quick high-pitched sounds,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22384,clack,a clacking sound,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22387,clatter,a loud rattling sound as of hard objects falling or striking each other.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22388,click,"a short, sharp sound as of two metallic or plastic objects coming smartly into contact",hypernym,22451,sound,a thing that can be heard.
22390,coo,a cooing sound.,hypernym,24582,cry,a distinctive call of a bird or other animal.  
22392,creak,a creaking sound.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22393,crunch,a crunching sound.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22398,grunt,a grunting sound.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22400,gurgle,a gurgling sound.,hypernym,22451,sound,a thing that can be heard.
22406,neigh,a characteristic high whinnying sound made by a horse.,hypernym,24582,cry,a distinctive call of a bird or other animal.  
22407,patter,a repeated light tapping.,hypernym,22451,sound,a thing that can be heard.
22411,plop,"a short sound as of a small, solid object dropping into water without a splash. ",hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22412,plunk,a plunking sound.,hypernym,22451,sound,a thing that can be heard.
22417,roar,"a full, deep, prolonged sound as made by a lion, natural force, or engine",hypernym,24582,cry,a distinctive call of a bird or other animal.  
22418,rustle,a rustling sound.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22421,scrunch,a loud crunching noise,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22422,sizzle,an instance or the sound of sizzling.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22427,snore,a snorting or grunting sound in a person' s breathing while they are asleep.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22434,thunder,a loud rumbling or crashing noise heard after a lightning flash due to the expansion of rapidly heated air.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
22437,toll,a single ring of a bell,hypernym,22451,sound,a thing that can be heard.
22443,whine,"a long, high-pitched unpleasant sound.",hypernym,24173,complaint,an act or the action of complaining
22445,whistle,"a clear, high-pitched sound such as the one made by forcing breath through a small hole between partly closed lips, or between one' s teeth",hypernym,22451,sound,a thing that can be heard.
22481,dependence,the state of relying on someone or something for financial or other support.,hypernym,25529,state,general descriptive term of a phase of matter. 
22481,dependence,the state of relying on someone or something for financial or other support.,hyponym,22480,reliance,dependence on or trust in someone or something
22474,factor,"a circumstance, fact, or influence that contributes to a result.",hyponym,23903,parameter,a limit or boundary which defines the scope of a particular process or activity.
22475,variable,an uncertain fact that something else depends on.,hypernym,18380,thing,an individuable object.
22480,reliance,dependence on or trust in someone or something,hypernym,22481,dependence,the state of relying on someone or something for financial or other support.
22516,deployment,the arrangement (of troops or materiel) to make ready (for military action).,hypernym,18729,preparation,the act or process of making food ready for cooking and/or eating
22568,rate,"the speed with which something moves, happens, or changes.",hyponym,22804,beat,"a regular, strongly punctuated pattern in music"
22568,rate,"the speed with which something moves, happens, or changes.",hyponym,25477,sluggishness,the quality or condition of being sluggish
22598,wall,a side of a building or room,hypernym,20504,difficulty,to state of being hard to deal with
22667,grasp,a person' s understanding.,hyponym,16149,tentacle,"a long slender flexible appendage of an animal, used for grasping or moving about, or bearing sense organs."
23515,art,"the expression or application of creative skill and imagination, especially through a visual medium such as painting or sculpture.",hyponym,20004,gem,thing that is highly desirable.
23515,art,"the expression or application of creative skill and imagination, especially through a visual medium such as painting or sculpture.",hyponym,29804,dance,the expression or application of creative skill and imagination through body movement
22695,ability,the capacity to do something.,hyponym,13917,sensitivity,the quality or condition of being sensitive to slight changes or influences
22697,capability,power or ability to do something,hypernym,23975,susceptibility,a structural vulnerability; often impossible to defend against
22698,capacity,the ability or power to do something.,antonym,22706,incapacity,the lack of ability or power to do something
25482,power,the influence that an entity has over others,hypernym,25057,strength,"the quality or state of being strong, and/or the capability to resist great force"
22706,incapacity,the lack of ability or power to do something,antonym,22698,capacity,the ability or power to do something.
22729,reminder,a thing that causes someone to remember something.,hypernym,16491,experience,knowledge or skill acquired over time
22804,beat,"a regular, strongly punctuated pattern in music",hypernym,22568,rate,"the speed with which something moves, happens, or changes."
22826,temperature,the degree of heat of outside air,hyponym,22828,cold,"low temperature, usually below freezing."
22834,politician,"a person who is professionally involved in politics, especially as a holder of an elected office",hyponym,25401,legislator,an elected official working in the legislature; one who makes the laws
22927,driver,one who is paid to operate a motor vehicle,hypernym,19589,worker,a person who works.
22944,inspiration,an event of sudden creativity,hyponym,15671,mother,a woman in relation to a child or children to whom she has given birth
23694,impression,a level of esteem,hyponym,25286,image,An impression that a person has of something or someone
23823,effect,(with in or into) the state or quality of being operational or effective.,hypernym,23710,belief,"an acceptance that something exists or is true, especially one without proof."
22981,peccadillo,a minor sin or fault.,hypernym,21591,misbehavior,bad behavior
25935,characteristic,sign of,hyponym,16886,badge,"a small piece of metal, plastic, or cloth bearing a design or words, typically worn to identify a person or to indicate support for a cause. "
23105,participant,somebody who participates in an event,hyponym,13190,discussant,somebody who participates in a formal discussion
23105,participant,somebody who participates in an event,hyponym,23110,player,a person that is involved and influential in an activity.
23105,participant,somebody who participates in an event,hypernym,21184,associate,a partner or companion in business or at work
23108,involvement,the state of participating in an event with multiple participants,hyponym,12765,comprehension,the action or capability of understanding.
23240,trade,a transfer; an exchange.,hypernym,20282,business,a commercial organization
23240,trade,a transfer; an exchange.,hyponym,20563,custom,"a traditional and widely accepted way of behaving or doing something that is specific to a particular society, place, or time. "
25136,sequence,a temporal arrangement of entities,hyponym,22062,row,an acrimonious quarrel.
23249,succession,the action or process by which an entity or state of affairs replaces another. ,hypernym,25138,series,entities placed in some temporal order
23249,succession,the action or process by which an entity or state of affairs replaces another. ,hyponym,24131,cascade,"a succession of devices or stages in a process, each of which triggers or initiates the next."
25137,succession,sequence,hypernym,25141,order,the arrangement or disposition of people or things according to a particular sequence or method.
23252,change,the process of changing,hypernym,17682,action,a thing done.
23252,change,the process of changing,hyponym,22011,alteration,the process of making something different without changing its category
23252,change,the process of changing,hyponym,26214,conversion,"transformation, usually such that the resultant entity corresponds to its former category in a particular way."
23332,renunciation,the action of renouncing.,hypernym,24197,rejection,the act of refusing a proposal by another
23345,word,"a single distinct meaningful element of speech or writing, used to form sentences with others",hypernym,13409,statement,a definite or clear expression of something in speech or writing 
23388,dodge,an instance of dodging,hypernym,18868,evasion,the act of eluding capture or a person intending to capture
23473,defender,person who defends.,hypernym,25608,fighter,a combatant.
23488,progression,sequence of change in accord with normal expectations.,hyponym,16010,push,strenuous effort to reach a goal.
23488,progression,sequence of change in accord with normal expectations.,antonym,24274,retreat,"withdrawal from a difficult, exposed, or uncomfortable position"
23479,advance,a development or improvement.,hypernym,23257,shift,a relatively sudden change. 
23508,delivery,"the action of delivering something, especially letters or goods.",hyponym,18464,midwifery,the thechniques and practice of a person trained to assist women in childbirth
23522,finance,"the management of money, especially with respect to governments and large companies.",hypernym,24528,management,the act of managing; direction or control
23900,provision,a condition or requirement in a legal document.,hyponym,16324,stocking,"a woman' s garment that fits closely over the foot and leg, typically made of fine knitted nylon yarn, held up by suspenders or an elasticated strip at the upper thigh."
23900,provision,a condition or requirement in a legal document.,hypernym,17687,activity,an action taken in pursuit of an objective
23900,provision,a condition or requirement in a legal document.,hyponym,19567,issuance,an instance of making a provision known or accepted. 
23586,league,"a collection of people, countries, or groups that combine for mutual protection or cooperation.",hypernym,23589,union,"a club, society, or association formed by people with a common interest or purpose."
23589,union,"a club, society, or association formed by people with a common interest or purpose.",hyponym,23586,league,"a collection of people, countries, or groups that combine for mutual protection or cooperation."
23612,rank,a level within a hierarchy of merit,hyponym,18111,second,"a sixtieth of a minute of time, which as the SI unit of time is defined in terms of the natural periodicity of the radiation of a caesium-133 atom"
23612,rank,a level within a hierarchy of merit,hyponym,25621,level,An amount or quantity of substance.
23612,rank,a level within a hierarchy of merit,hyponym,16595,hundredth,one of one hundred parts.
23661,failure,an endeavor that does not succeed,hyponym,15503,error,
23757,beginning,the first part of something.,antonym,23751,middle,a middle point or position.
23757,beginning,the first part of something.,antonym,23756,end,a final part of something.
23759,start,the beginning.,hyponym,18066,dawn,the first appearance of light in the sky before sunrise
24300,turn,a change of direction,hyponym,26592,revolution,
23765,infrastructure,"the basic facilities, installations, or other components needed for the operation of a system or organization",hypernym,17132,structure,a building
23765,infrastructure,"the basic facilities, installations, or other components needed for the operation of a system or organization",part_holonym,15790,system,a complex machine whose parts are working together as a mechanism or interconnecting network
23771,accumulation,Gathered to one location,hyponym,23830,stock,a supply of goods or materials available for sale or use
23771,accumulation,Gathered to one location,hyponym,23834,reserve,a reserved supply of a commodity.
23834,reserve,a reserved supply of a commodity.,hypernym,23771,accumulation,Gathered to one location
23861,estimate,an approximate calculation or judgement.,hyponym,21721,appraisal,"an assessment of someone or something, especially the performance of an employee."
23857,militia,"a military force composed of citizens, as opposed to professional full-time soldiers.",hypernym,16075,body,"the physical structure, including the bones, flesh, and organs, of a person or an animal. "
23871,accomplishment,something that has been achieved successfully.,hypernym,17682,action,a thing done.
23876,submission,the act of presenting (a proposal or application) for consideration or judgement.,hypernym,13378,contention,an assertion.
23881,interception,the act of intercepting,hypernym,21678,prevention,the act of preventing
23903,parameter,a limit or boundary which defines the scope of a particular process or activity.,hypernym,22474,factor,"a circumstance, fact, or influence that contributes to a result."
23973,danger,the possibility of suffering harm or injury.,hyponym,20528,peril,a situation of serious and immediate danger. 
25057,strength,"the quality or state of being strong, and/or the capability to resist great force",hyponym,25482,power,the influence that an entity has over others
24000,ammunition, a supply or quantity of bullets and shells,hypernym,24061,info,short for information.
24010,importation,the action of moving goods into an area.,hyponym,17143,smuggling,the act or instances of moving (goods) illegally into or out of a country
24061,info,short for information.,hyponym,24063,details,specific information
24061,info,short for information.,hyponym,26224,confirmation,the act or instance of confirming 
24061,info,short for information.,hyponym,24000,ammunition, a supply or quantity of bullets and shells
24063,details,specific information,hypernym,24061,info,short for information.
24063,details,specific information,hyponym,24058,dope,information.
24074,high,"a high point, level, or figure.",antonym,24075,low,"a low point, level or figure."
24075,low,"a low point, level or figure.",antonym,24074,high,"a high point, level, or figure."
24077,maximum,"the greatest amount, extent, or intensity possible or recorded.",hypernym,23785,peak,the pointed top of a mountain
24112,institution,"an organization founded for a religious, educational, or social purpose.",hypernym,20284,establishment,"a business organization, public institution, or household"
24133,web,a complex system of interconnected elements.,hyponym,17068,tent,"a portable shelter made of cloth, supported by one or more poles and stretched tight by cords attached to pegs driven into the ground."
24136,rejuvenation,the act of making younger or more vital,hyponym,20274,recreation,enjoyable leisure activity.
24173,complaint,an act or the action of complaining,hyponym,22443,whine,"a long, high-pitched unpleasant sound."
24193,rebuff,an abrupt rejection.,hypernym,24197,rejection,the act of refusing a proposal by another
24196,acceptance,the act of giving a favorable response,hypernym,21727,approval, the action of approving of something.
24197,rejection,the act of refusing a proposal by another,hyponym,23332,renunciation,the action of renouncing.
24197,rejection,the act of refusing a proposal by another,hyponym,24193,rebuff,an abrupt rejection.
24224,shield,a person or thing providing protection,hyponym,25617,plate,plate armor.
24274,retreat,"withdrawal from a difficult, exposed, or uncomfortable position",antonym,23488,progression,sequence of change in accord with normal expectations.
24309,drawing,"a picture or diagram made with a pencil, pen, or crayon rather than paint, especially one drawn in monochrome",hyponym,24318,tracing,a drawing produced by copying the lines of an original image
24316,poster,a mass-produced piece of art (often a reproduction of a painting or photograph) printed on a large piece of thick paper and designed to be put on a wall.,hypernym,19589,worker,a person who works.
24318,tracing,a drawing produced by copying the lines of an original image,hypernym,24309,drawing,"a picture or diagram made with a pencil, pen, or crayon rather than paint, especially one drawn in monochrome"
24643,capital,the governmental or administrative head city of a region.,hypernym,17575,center,a place or group of buildings where a specified activity is concentrated.
24526,domination,"authority, rule or control over some entity or situation",hyponym,16494,mastery,the mastering of a subject or skill
25798,control,a subject or group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis,hypernym,17687,activity,an action taken in pursuit of an objective
25798,control,a subject or group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis,hyponym,25688,repression,"the act of repressing (desires, feelings, actions, etc.)"
25798,control,a subject or group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis,hyponym,21479,possession,the criminal act of possessing an illegal item or items
25798,control,a subject or group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis,hyponym,25693,restraint,the act of restraining or holding back
24570,investment,the act or process of laying siege to.,hypernym,18951,dressing,"also salad dressing mass noun a sauce for salads, usually consisting of oil and vinegar with herbs or other flavourings. "
24582,cry,a distinctive call of a bird or other animal.  ,hyponym,22379,caw,"the harsh cry of a rook, crow, or similar bird."
24582,cry,a distinctive call of a bird or other animal.  ,hypernym,22451,sound,a thing that can be heard.
24582,cry,a distinctive call of a bird or other animal.  ,hyponym,22375,bray,"the loud, harsh cry of a donkey."
24582,cry,a distinctive call of a bird or other animal.  ,hyponym,22417,roar,"a full, deep, prolonged sound as made by a lion, natural force, or engine"
24582,cry,a distinctive call of a bird or other animal.  ,hyponym,22390,coo,a cooing sound.
24582,cry,a distinctive call of a bird or other animal.  ,hyponym,22406,neigh,a characteristic high whinnying sound made by a horse.
24582,cry,a distinctive call of a bird or other animal.  ,hyponym,22373,bleat,"a weak, wavering cry made by, or similar to that made by a sheep or goat"
24583,howl,a long doleful cry uttered by an animal such as a dog.,hyponym,22433,squeal,"a long, high-pitched cry or noise"
24583,howl,a long doleful cry uttered by an animal such as a dog.,hypernym,22452,noise,"a sound, especially one that is loud, unpleasant, or disturbing."
24623,stature,importance or reputation gained by ability or achievement.,hypernym,23692,esteem,level of respect 
25498,style,a general form that an artwork resembles,hypernym,16250,kind,a class or type of people or things having similar characteristics
24664,guest,a person who is invited to visit someone' s home or take part in a function.,hyponym,15003,overnighter,an overnight bag. 
24674,homogeneity,the quality of being the same in character or content.,hypernym,24684,uniformity,the quality of being uniform.
24684,uniformity,the quality of being uniform.,hyponym,24674,homogeneity,the quality of being the same in character or content.
24734,conjunction,an instance of two or more events occurring at the same point in time or space.,hyponym,26100,contact,the state of having no separation (between two or more surfaces).
24734,conjunction,an instance of two or more events occurring at the same point in time or space.,hyponym,20678,joint,prison.
24779,past,a person' s or thing' s history or earlier life.,hypernym,15079,period,a length or portion of time. 
24869,groundwork,preliminary or basic work.,hypernym,18729,preparation,the act or process of making food ready for cooking and/or eating
25085,defeat,an instance of defeating or being defeated,hyponym,25088,rout,a decisive defeat.
25088,rout,a decisive defeat.,hypernym,25085,defeat,an instance of defeating or being defeated
25097,judgment,a decision ruled upon by a legal authority,hyponym,12867,conclusion,a judgement or decision reached by reasoning
25138,series,entities placed in some temporal order,hyponym,19330,blizzard,a severe snowstorm with high winds. 
25138,series,entities placed in some temporal order,hyponym,24065,course,"the route or direction followed by a ship, aircraft, road, or river"
25138,series,entities placed in some temporal order,hyponym,23249,succession,the action or process by which an entity or state of affairs replaces another. 
25166,occasion,an instance of an event.,hypernym,25167,time,a particular moment in time
25250,addition,the process of combining two numbers,hypernym,15243,increase,a move up on a scale
25254,times,multiples of an original quantity,hypernym,15079,period,a length or portion of time. 
25274,model,a member of a category other members (should) strive to be similar to,hypernym,22287,representation,"an image, model, or other depiction of something."
25454,brake,a device that is used to slow down or stop a moving vehicule. ,hypernym,18364,constraint,something that forcibly confines (someone or something)
25455,engine,the component of the vehicule that provides the necessary power for the motion of the vehicule. ,hypernym,15781,instrument,"a tool or implement, especially for precision work"
25471,intensity,the quality or condition of being intense,hyponym,23990,force,physical power or strength
25473,laziness,the quality or condition of being lazy,hypernym,20277,rest,being in the state of not working
25477,sluggishness,the quality or condition of being sluggish,hypernym,22568,rate,"the speed with which something moves, happens, or changes."
25608,fighter,a combatant.,hyponym,18915,butter,mass noun a pale yellow edible fatty substance made by churning cream and used as a spread or in cooking. 
25608,fighter,a combatant.,hyponym,23473,defender,person who defends.
25770,hostile,an individual opposed to another side (especially in military contexts).,antonym,25769,friendly,a person sympathetic or aligned to another' s side (especially in military conflicts).
25625,extent,"amount, usually of something that is not measured numerically.: I will help you to the extent that I can, but I can' t promise you that I will succeed. ",hyponym,15811,length,the measurement or extent of something from end to end; the greater or greatest of two or more dimensions of a body.
25688,repression,"the act of repressing (desires, feelings, actions, etc.)",hypernym,25798,control,a subject or group of subjects in an experiment which are left untreated and are then compared with treated subjects in order to validate or invalidate a hypothesis
25769,friendly,a person sympathetic or aligned to another' s side (especially in military conflicts).,antonym,25770,hostile,an individual opposed to another side (especially in military contexts).
25786,booking,arrangement to receive a service at a particular time.,hypernym,23099,employment,application or use in a particular situation.
25806,hypothesis,a conjecture which explains a phenomenon and can be tested by experimentation,hypernym,13395,proposal,a plan or suggestion
25820,blockade,an act of preventing access to an area.,hypernym,21513,impediment,a hindrance or obstruction. 
25843,genus,"one of the lowest-ranking taxonomic class, situated between Family and Species",hypernym,16250,kind,a class or type of people or things having similar characteristics
25844,species,"a formal taxonomic class, subdivision of a genus; members of a species can interbreed, while members of different species usually cannot",hypernym,16250,kind,a class or type of people or things having similar characteristics
25896,limit,the boundary of the capabilities or possibilities of something.,hyponym,23785,peak,the pointed top of a mountain
25897,limitation,a limit.,hyponym,21526,restraint,the state or fact of being restrained
25957,alert,a message to inform someone of danger; a warning.,hypernym,25956,warning,a message that informs someone of a potential danger.
25956,warning,a message that informs someone of a potential danger.,hyponym,24447,threat,the possibility of trouble or danger.
25956,warning,a message that informs someone of a potential danger.,hyponym,25957,alert,a message to inform someone of danger; a warning.
26174,intercourse,A sexual act,hyponym,19297,communion,the service of Christian worship at which bread and wine are consecrated and shared; the Eucharist
26182,sex,an act of physical intimacy that can lead to orgasm.,hypernym,16249,class,a category of things having some property in common and different from others by type or quality
26211,transmutation,turn into something else surprisingly different.,hypernym,26214,conversion,"transformation, usually such that the resultant entity corresponds to its former category in a particular way."
26266,deterioration,the process of becoming worse.,hypernym,26267,decline,process of becoming worse.
26270,co-worker,fellow worker; someone who works for the same company or institution.,hypernym,21184,associate,a partner or companion in business or at work
29806,love,a person or thing that one loves,hypernym,21651,object,a goal or purpose
